word,count
cigar,3993843.0
rebut,235254.0
sissy,1410911.0
humph,60767.0
awake,3230337.0
blush,1722003.0
focal,5844761.0
evade,605626.0
naval,8091649.0
serve,36697856.0
heath,6139151.0
dwarf,3072068.0
model,161205740.0
karma,6862407.0
stink,872742.0
grade,54275130.0
quiet,16746894.0
bench,8992211.0
abate,470646.0
feign,116753.0
major,122592252.0
death,83216831.0
fresh,38781893.0
crust,2267452.0
stool,3031945.0
colon,5494297.0
abase,29383.0
marry,4388137.0
react,4126376.0
batty,416010.0
pride,14428078.0
floss,1013783.0
helix,2921411.0
croak,169181.0
staff,151553180.0
paper,134939426.0
unfed,20266.0
whelp,70407.0
trawl,553588.0
outdo,146433.0
adobe,27538755.0
crazy,23032837.0
sower,137381.0
repay,1746487.0
digit,6991045.0
crate,2336818.0
cluck,134048.0
spike,4833410.0
mimic,1187154.0
pound,13620117.0
maxim,3820484.0
linen,4960413.0
unmet,590631.0
flesh,6768724.0
booby,379438.0
forth,20149609.0
first,578161543.0
stand,46292709.0
belly,7346354.0
ivory,7146685.0
seedy,284954.0
print,178250872.0
yearn,300957.0
drain,6411642.0
bribe,646492.0
stout,1939514.0
panel,53784382.0
crass,408565.0
flume,173970.0
offal,194416.0
agree,47500911.0
error,89396475.0
swirl,1251090.0
argue,8353605.0
bleed,1989071.0
delta,28051872.0
flick,2226500.0
totem,955271.0
wooer,16161.0
front,100886343.0
shrub,1458217.0
parry,1371591.0
biome,174268.0
lapel,1119712.0
start,161913408.0
greet,1784219.0
goner,80810.0
golem,444797.0
lusty,702157.0
loopy,263368.0
round,61836702.0
audit,20786243.0
lying,8260845.0
gamma,35426622.0
labor,37866418.0
islet,488105.0
civic,10283668.0
forge,5226805.0
corny,378659.0
moult,75151.0
basic,84840226.0
salad,8923706.0
agate,900451.0
spicy,3170817.0
spray,15148133.0
essay,11750312.0
fjord,387543.0
spend,26713310.0
kebab,248067.0
guild,7923630.0
aback,272920.0
motor,40615655.0
alone,39326417.0
hatch,3896261.0
hyper,3153749.0
thumb,7284386.0
dowry,275011.0
ought,7523238.0
belch,115135.0
dutch,19000979.0
pilot,21909830.0
tweed,1631867.0
comet,3116034.0
jaunt,180434.0
enema,1329511.0
steed,701658.0
abyss,1152408.0
growl,461820.0
fling,682999.0
dozen,9776227.0
boozy,71828.0
erode,774411.0
world,431934249.0
gouge,240551.0
click,536746424.0
briar,630788.0
great,301487430.0
altar,2627835.0
pulpy,41088.0
blurt,86781.0
coast,47716394.0
duchy,339003.0
groin,784476.0
fixer,554896.0
group,321842984.0
rogue,4576302.0
badly,5290145.0
smart,36636558.0
pithy,194285.0
gaudy,248813.0
chill,4489643.0
heron,1576813.0
vodka,2155662.0
finer,1455912.0
surer,73497.0
radio,113285624.0
rouge,6084449.0
perch,1235177.0
retch,37821.0
wrote,56421594.0
clock,26624872.0
tilde,344748.0
store,291308910.0
prove,16046788.0
bring,57608074.0
solve,13452150.0
cheat,9903572.0
grime,514156.0
exult,151420.0
usher,4948609.0
epoch,1680235.0
triad,1519533.0
break,51242970.0
rhino,2619135.0
viral,5969493.0
conic,216832.0
masse,515818.0
sonic,7298920.0
vital,14166642.0
trace,11697252.0
using,269448880.0
peach,3938068.0
champ,2867858.0
baton,4229776.0
brake,9321885.0
pluck,891481.0
craze,962477.0
gripe,545043.0
weary,1632945.0
picky,711200.0
acute,11128841.0
ferry,9208954.0
aside,11768649.0
tapir,86809.0
troll,2079165.0
unify,631185.0
rebus,227042.0
boost,13675076.0
truss,1484384.0
siege,2518421.0
tiger,13763074.0
banal,260129.0
slump,878659.0
crank,2185208.0
gorge,1950264.0
query,31284313.0
drink,29254937.0
favor,11867822.0
abbey,4224864.0
tangy,333638.0
panic,6396440.0
solar,20423792.0
shire,2665081.0
proxy,10773043.0
point,175527859.0
robot,12656312.0
prick,891337.0
wince,717079.0
crimp,640746.0
knoll,965905.0
sugar,22450333.0
whack,725891.0
mount,36648260.0
perky,1360009.0
could,302311431.0
wrung,121159.0
light,126699632.0
those,270014141.0
moist,2140516.0
shard,287428.0
pleat,266830.0
aloft,497342.0
skill,15835076.0
elder,7299470.0
frame,46079991.0
humor,18085495.0
pause,4606318.0
ulcer,1336605.0
ultra,21795075.0
robin,11423944.0
cynic,525906.0
aroma,2018777.0
caulk,245944.0
shake,6839319.0
dodge,14768509.0
swill,92032.0
tacit,594255.0
other,978481319.0
thorn,1421673.0
trove,702353.0
bloke,766763.0
vivid,4479514.0
spill,3890646.0
chant,1374428.0
choke,1448146.0
rupee,2831536.0
nasty,7434847.0
mourn,779010.0
ahead,28375319.0
brine,816003.0
cloth,9764137.0
hoard,433375.0
sweet,32311923.0
month,123027963.0
lapse,1459542.0
watch,92006970.0
today,239271204.0
focus,65626732.0
smelt,301053.0
tease,2019275.0
cater,2092828.0
movie,158421100.0
saute,546457.0
allow,67052567.0
renew,6561081.0
their,782849411.0
slosh,51634.0
purge,1366135.0
chest,13516414.0
depot,9688338.0
epoxy,1908076.0
nymph,697326.0
found,232005894.0
shall,191963867.0
harry,33867934.0
stove,3914849.0
lowly,543486.0
snout,258314.0
trope,109419.0
fewer,10792786.0
shawl,1011728.0
natal,3010028.0
comma,2711522.0
foray,499808.0
scare,2972708.0
stair,2012524.0
black,244690155.0
squad,8744772.0
royal,45407189.0
chunk,2371231.0
mince,328039.0
shame,6785296.0
cheek,2681029.0
ample,3187842.0
flair,1924190.0
foyer,1042532.0
cargo,9748668.0
oxide,5321340.0
plant,53247607.0
olive,9298184.0
inert,935898.0
askew,473664.0
heist,419629.0
