File	Avg_length	Median_length	Char_types	Types	Tokens	TTR	H	ISO_6393
et	5.693933950531989	5.0	27	3166	7237	0.4374740914743678	9.987271991470802	est
ht	3.4931	3.0	28	1856	10000	0.1856	7.650779622569198	hat
id	5.71444784927931	5.0	24	2553	8811	0.2897514470548178	9.256420705125857	ind
it	5.030293819655522	5.0	32	3007	9870	0.304660587639311	9.348761536211494	ita
qu	8.937743797784366	9.0	31	3760	6409	0.5866749882977064	11.041276071655007	que
sw	6.191113420813304	6.0	24	2868	7697	0.372612706249188	10.018390697714509	swa
ta	4.425511547205935	4.0	197	3970	8357	0.4750508555701807	10.485603712851546	tam
th	2.9521259842519685	3.0	471	1932	9525	0.2028346456692913	9.16817362302476	tha
tr	6.35926517571885	6.0	31	3338	6260	0.5332268370607028	10.861782614950949	tur
vi	3.2589	3.0	92	1677	10000	0.1677	9.156038001493346	vie
zh	1.5587540279269605	2.0	1679	2829	9310	0.3038668098818475	9.42802402396643	zho
